mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
54	53	317/2	317/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	506		articStaccatoBelow			83		
54	53	159	159	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	507		articStaccatoBelow					
54	53	313/2	313/2	0.0	0	0	Dynamic	6/8	2	1	0				p						
54	53	313/2	313/2	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	508					84		
54	53	629/4	629/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	509					84		
54	53	315/2	315/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	510					84		
54	53	631/4	631/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	511							
54	53	158	158	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	512					85		
54	53	317/2	317/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	513					85		
54	53	159	159	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	514							
55	54	319/2	319/2	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	515					86		
55	54	641/4	641/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	516					86		
55	54	321/2	321/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	517					86		
55	54	643/4	643/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	518							
55	54	161	161	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	519					87		
55	54	323/2	323/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	520					87		
55	54	162	162	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	521							
55	54	323/2	323/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	522		articStaccatoBelow			88		
55	54	162	162	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	523		articStaccatoBelow					
55	54	160	160	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	524		articStaccatoAbove			89		
55	54	321/2	321/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	525		articStaccatoAbove					
55	54	323/2	323/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	526		articStaccatoAbove			90		
55	54	162	162	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	527		articStaccatoAbove					
56	55	163	163	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	528		articStaccatoBelow			91		
56	55	327/2	327/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	529		articStaccatoBelow					
56	55	329/2	329/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	530		articStaccatoBelow			92		
56	55	165	165	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	531		articStaccatoBelow					
56	55	325/2	325/2	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	532					93		
56	55	653/4	653/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	533					93		
56	55	327/2	327/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	534					93		
56	55	655/4	655/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	535							
56	55	164	164	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	536					94		
56	55	329/2	329/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	537					94		
56	55	165	165	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	538							
57	56	331/2	331/2	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	539					95		
57	56	665/4	665/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	540					95		
57	56	333/2	333/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	541					95		
57	56	667/4	667/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	542							
57	56	167	167	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	543					96		
57	56	335/2	335/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	544					96		
57	56	168	168	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	545							
57	56	335/2	335/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	546		articStaccatoBelow			97		
57	56	168	168	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	547		articStaccatoBelow					
57	56	166	166	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	548		articStaccatoAbove			98		
57	56	333/2	333/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	549		articStaccatoAbove					
57	56	335/2	335/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	550		articStaccatoAbove			99		
57	56	168	168	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	551		articStaccatoAbove					
58	57	337/2	337/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	552					100		
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	553							
58	57	170	170	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	554					101		
58	57	171	171	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	555							
58	57	341/2	341/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	556		articStaccatoBelow			102		
58	57	171	171	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	557		articStaccatoBelow					
58	57	169	169	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	558		articStaccatoAbove			103		
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	559		articStaccatoAbove					
58	57	341/2	341/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	560		articStaccatoAbove			104		
58	57	171	171	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	561		articStaccatoAbove					
59	58	343/2	343/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	562					105		
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	563							
59	58	173	173	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	564					106		
59	58	174	174	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	565							
59	58	347/2	347/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	566		articStaccatoBelow			107		
59	58	174	174	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	567		articStaccatoBelow					
59	58	172	172	0.0	1/8	1/8	StaffText	6/8	2	1	0						rit.				
59	58	172	172	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	568		articStaccatoAbove			108		
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	569		articStaccatoAbove					
59	58	347/2	347/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	570		articStaccatoAbove			109		
59	58	174	174	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	571		articStaccatoAbove					
60	59	349/2	349/2	0.0	0	0	Dynamic	6/8	1	1	0				p						
60	59	349/2	349/2	0.0	0	0	StaffText	6/8	1	1	0						a tempo				
60	59	349/2	349/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	572					110		
60	59	176	176	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	573					110		
60	59	177	177	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	574							
60	59	175	175	0.5	1/8	1/8	Chord	6/8	1	2	1/8	1/8	1	575							
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	576							
60	59	176	176	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	577							
60	59	353/2	353/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	578							
60	59	175	175	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	579							
60	59	351/2	351/2	0.0	1/4	1/4	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>dolce"				
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	580							
60	59	176	176	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	581							
60	59	353/2	353/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	582							
61	60	355/2	355/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	583					111		
61	60	179	179	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	584					111		
61	60	180	180	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	585							
61	60	178	178	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	586							
61	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	587							
61	60	179	179	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	588							
61	60	359/2	359/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	589							
62	61	361/2	361/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	590					112		
62	61	182	182	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	591					112		
62	61	183	183	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	592							
62	61	361/2	361/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco cresc."				
62	61	181	181	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	593							
62	61	363/2	363/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	594							
62	61	182	182	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	595							
62	61	365/2	365/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	596							
63	62	367/2	367/2	0.0	0	0	Spanner	6/8	1	1	0										11
63	62	367/2	367/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	597					113		11
63	62	185	185	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	598							11
63	62	186	186	0.0	5/8	5/8	Spanner	6/8	1	1	0										
63	62	186	186	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	599							
63	62	184	184	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	600							
63	62	369/2	369/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	601							
63	62	185	185	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	602							
63	62	371/2	371/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	603							
64	63	373/2	373/2	0.0	0	0	Dynamic	6/8	1	1	0				mf						
64	63	373/2	373/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	604							
64	63	375/2	375/2	1.5	1/4	1/4	Chord	6/8	1	1	3/8	1/4	3/2	605					114		
64	63	189	189	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	606					114		
64	63	187	187	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	607							
64	63	375/2	375/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	608							
64	63	188	188	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	609							
64	63	377/2	377/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	610							
65	64	379/2	379/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	611							
65	64	191	191	0.0	3/8	3/8	Spanner	6/8	1	1	0									4	
65	64	191	191	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	612					115	4	
65	64	192	192	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	613					115	4	
65	64	190	190	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	614							
65	64	381/2	381/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	615							
65	64	191	191	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	616							
65	64	383/2	383/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	617							
66	65	385/2	385/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	618						4	
66	65	194	194	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	619					116	4	
66	65	195	195	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	620					116	4	
66	65	193	193	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	621							
66	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	622							
66	65	194	194	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	623							
66	65	389/2	389/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	624							
67	66	391/2	391/2	0.0	0	0	Spanner	6/8	1	1	0										
67	66	391/2	391/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	625							
67	66	197	197	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	626							
67	66	198	198	0.0	5/8	5/8	Dynamic	6/8	1	1	0				p						
67	66	196	196	0.5	1/8	1/8	Chord	6/8	1	2	1/8	1/8	1	627							
67	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	628							
67	66	197	197	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	629							
67	66	395/2	395/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	630							
67	66	196	196	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	631							
67	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	632							
67	66	197	197	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	633							
67	66	395/2	395/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	634							
67	66	198	198	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	635							
68	67	199	199	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	636							
68	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	637							
68	67	200	200	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	638							
68	67	401/2	401/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	639							
68	67	397/2	397/2	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	640					117		
68	67	200	200	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	641					117		
68	67	201	201	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	642							
68	67	397/2	397/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>marcato la melodia"				
68	67	199	199	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	643							
68	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	644							
68	67	200	200	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	645							
68	67	401/2	401/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	646							
69	68	202	202	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	647							
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	648							
69	68	203	203	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	649							
69	68	407/2	407/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	650							
69	68	403/2	403/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	651					118		
69	68	203	203	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	652					118		
69	68	204	204	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	653							
69	68	202	202	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	654							
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	655							
69	68	203	203	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	656							
69	68	407/2	407/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8	1/8	1	657							
70	69	205	205	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	658							
70	69	411/2	411/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	659							
70	69	206	206	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	660							
70	69	413/2	413/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	661							
70	69	409/2	409/2	1.5	0	0	Chord	6/8	1	2	3/8	1/4	3/2	662					119		
70	69	206	206	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	663					119		
70	69	207	207	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	664							
70	69	409/2	409/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>cresc."				
70	69	205	205	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	665							
70	69	411/2	411/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	666							
70	69	206	206	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	667							
70	69	413/2	413/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	668							
71	70	208	208	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	669							
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	670							
71	70	209	209	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	671							
71	70	419/2	419/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	672							
71	70	210	210	0.0	5/8	5/8	Dynamic	6/8	1	1	0				f						
71	70	210	210	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	673							
71	70	415/2	415/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	674					120		
71	70	209	209	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	675							
71	70	210	210	0.0	5/8	5/8	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>più"				
71	70	208	208	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	676							
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	677							
71	70	209	209	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	678							
71	70	419/2	419/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8	1/8	1	679							
72	71	421/2	421/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	680					121		
72	71	212	212	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	681					121		
72	71	213	213	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	682							
72	71	421/2	421/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	683							
72	71	211	211	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	684							
72	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	685							
72	71	212	212	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	686							
72	71	425/2	425/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	687							
73	72	427/2	427/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	688					122		
73	72	215	215	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	689					122		
73	72	216	216	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	690							
73	72	427/2	427/2	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	691							
73	72	214	214	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	692							
73	72	429/2	429/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	693							
73	72	215	215	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	694							
73	72	431/2	431/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	695							
74	73	433/2	433/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	696					123		
74	73	435/2	435/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	697							
74	73	218	218	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	698					124		
74	73	219	219	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	699							
74	73	437/2	437/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	700							
74	73	219	219	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	701							
74	73	217	217	0.0	1/8	1/8	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."				
74	73	217	217	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	702							
74	73	435/2	435/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	703							
74	73	437/2	437/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	704							
74	73	219	219	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	705							
75	74	439/2	439/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	706					125		
75	74	221	221	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	707							
75	74	220	220	0.5	1/8	1/8	Chord	6/8	1	2	1/8	1/8	1	708							
75	74	441/2	441/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	709							
75	74	220	220	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	710							
75	74	441/2	441/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	711							
75	74	221	221	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	712					126		
75	74	443/2	443/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	713					126		
75	74	222	222	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	714							
75	74	221	221	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	715							
76	75	445/2	445/2	0.0	0	0	Dynamic	6/8	1	1	0				pp						
76	75	445/2	445/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	716					127		
76	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	717					127		
76	75	224	224	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	718					127		
76	75	225	225	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	719							
76	75	223	223	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	720		articStaccatoAbove			128		
76	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	721		articStaccatoAbove			128		
76	75	224	224	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	722		articStaccatoAbove			128		
76	75	449/2	449/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	723		articStaccatoAbove					
77	76	451/2	451/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	724					129		
77	76	227	227	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	725							
77	76	226	226	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	726		articStaccatoAbove			130		
77	76	453/2	453/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	727		articStaccatoAbove					
77	76	455/2	455/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	728		articStaccatoAbove			131		
77	76	228	228	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	729		articStaccatoAbove					
78	77	457/2	457/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	730		articAccentBelow					
78	77	230	230	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	731		articAccentBelow					
78	77	229	229	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	732		articStaccatoAbove			132		
78	77	459/2	459/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	733		articStaccatoAbove					
78	77	461/2	461/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	734		articStaccatoAbove			133		
78	77	231	231	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	735		articStaccatoAbove					
79	78	463/2	463/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	736					134		
79	78	233	233	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	737							
79	78	465/2	465/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	738							
79	78	234	234	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	739							
80	79	469/2	469/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	740					135		
80	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	741					135		
80	79	236	236	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	742					135		
80	79	237	237	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	743							
80	79	235	235	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	744		articStaccatoAbove			136		
80	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	745		articStaccatoAbove					
80	79	473/2	473/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	746		articStaccatoBelow			137		
80	79	237	237	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	747		articStaccatoBelow					
81	80	475/2	475/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	748					138		
81	80	239	239	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	749							
81	80	238	238	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	750		articStaccatoAbove			139		
81	80	477/2	477/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	751		articStaccatoAbove					
81	80	479/2	479/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	752		articStaccatoAbove			140		
81	80	240	240	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	753		articStaccatoAbove					
82	81	481/2	481/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	754		articAccentAbove					
82	81	242	242	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	755		articAccentAbove					
82	81	241	241	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	756		articStaccatoAbove			141		
82	81	483/2	483/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	757		articStaccatoAbove					
82	81	485/2	485/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	758		articStaccatoAbove			142		
82	81	243	243	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	759		articStaccatoAbove					
83	82	487/2	487/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	760					143		
83	82	245	245	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	761							
83	82	487/2	487/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>morendo si poco a poco"				
83	82	489/2	489/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	762							
83	82	246	246	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	763							
84	83	493/2	493/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	764					144		
