mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
47	47	141	141	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	542				121			
47	47	565/4	565/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	543							
48	48	283/2	283/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	544				122			
48	48	142	142	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	545							
48	48	285/2	285/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	546							
48	48	283/2	283/2	2.0	0	0	Chord	2/4	1	2	1/2	1/2	1	547							
48	48	567/4	567/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	548				123			
48	48	142	142	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	549				123			
48	48	569/4	569/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	550							
48	48	571/4	571/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	551				124			
48	48	143	143	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	552				124			
48	48	573/4	573/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	553							
49	49	144	144	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	554							
49	49	145	145	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	555							
49	49	287/2	287/2	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	556		articAccentBelow		125			
49	49	289/2	289/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	557							
49	49	287/2	287/2	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."				
49	49	575/4	575/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	558				126			
49	49	144	144	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	559				126			
49	49	577/4	577/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	560							
49	49	579/4	579/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	561				127			
49	49	145	145	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	562				127			
49	49	581/4	581/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	563							
50	50	146	146	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	564							
50	50	293/2	293/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	565							
50	50	291/2	291/2	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	566				128			
50	50	146	146	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	567				128			
50	50	293/2	293/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	568							
50	50	583/4	583/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	569				129			
50	50	146	146	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	570				129			
50	50	585/4	585/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	571							
50	50	587/4	587/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	572				130			
50	50	147	147	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	573				130			
50	50	589/4	589/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	574							
51	51	148	148	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	575							
51	51	149	149	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	576							
51	51	295/2	295/2	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	577		articAccentBelow		131			
51	51	297/2	297/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	578							
51	51	591/4	591/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	579				132			
51	51	148	148	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	580				132			
51	51	593/4	593/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	581							
51	51	595/4	595/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	582				133			
51	51	149	149	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	583				133			
51	51	597/4	597/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	584							
52	52	150	150	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	585							
52	52	301/2	301/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	586							
52	52	299/2	299/2	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	587				134			
52	52	150	150	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	588				134			
52	52	301/2	301/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	589							
52	52	599/4	599/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	590				135			
52	52	150	150	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	591				135			
52	52	601/4	601/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	592							
52	52	603/4	603/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	593				136			
52	52	151	151	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	594				136			
52	52	605/4	605/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	595							
53	53	152	152	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	596							
53	53	153	153	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	597							
53	53	303/2	303/2	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	598		articAccentBelow		137			
53	53	305/2	305/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	599							
53	53	607/4	607/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	600				138			
53	53	152	152	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	601				138			
53	53	609/4	609/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	602							
53	53	611/4	611/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	603				139			
53	53	153	153	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	604				139			
53	53	613/4	613/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	605							
54	54	154	154	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	606							
54	54	155	155	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	607							
54	54	307/2	307/2	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	608		articAccentBelow		140			
54	54	309/2	309/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	609							
54	54	615/4	615/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	610				141			
54	54	154	154	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	611				141			
54	54	617/4	617/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	612							
54	54	619/4	619/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	613				142			
54	54	155	155	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	614				142			
54	54	621/4	621/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	615							
55	55	311/2	311/2	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>a tempo</b>"				
55	55	311/2	311/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	616							
55	55	313/2	313/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	617							
55	55	311/2	311/2	0.75	0	0	Chord	2/4	1	2	3/16	1/8	3/2	618				143			
55	55	625/4	625/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	619							
55	55	313/2	313/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	620				144			
55	55	629/4	629/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	621							
55	55	311/2	311/2	0.0	0	0	Dynamic	2/4	2	1	0				mf						
55	55	623/4	623/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	622				145			
55	55	156	156	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	623							
55	55	627/4	627/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	624				146			
55	55	157	157	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	625							
55	55	623/4	623/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	626							
55	55	627/4	627/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	627							
56	56	315/2	315/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	628				147			
56	56	158	158	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	629				147			
56	56	317/2	317/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	630							
56	56	158	158	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	631							
56	56	317/2	317/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	632							
56	56	315/2	315/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	633				148			
56	56	631/4	631/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	634				148			
56	56	158	158	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	635				148			
56	56	633/4	633/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	636				148			
56	56	317/2	317/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	637				148			
56	56	635/4	635/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	638				148			
56	56	159	159	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	639				148			
56	56	637/4	637/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	640							
56	56	315/2	315/2	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	641							
57	57	319/2	319/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	642							
57	57	321/2	321/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	643							
57	57	319/2	319/2	0.75	0	0	Chord	2/4	1	2	3/16	1/8	3/2	644				149			
57	57	641/4	641/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	645							
57	57	321/2	321/2	0.75	1/4	1/4	Chord	2/4	1	2	3/16	1/8	3/2	646				150			
57	57	645/4	645/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	647							
57	57	639/4	639/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	648				151			
57	57	160	160	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	649							
57	57	643/4	643/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	650				152			
57	57	161	161	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	651							
57	57	639/4	639/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	652							
57	57	643/4	643/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	653							
58	58	323/2	323/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	654				153			
58	58	162	162	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	655							
58	58	325/2	325/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	656				154			
58	58	163	163	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	657							
58	58	325/2	325/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	658							
58	58	651/4	651/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	659							
58	58	163	163	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	660							
58	58	653/4	653/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	661							
58	58	647/4	647/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	662				155			
58	58	162	162	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	663				155			
58	58	649/4	649/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	664				155			
58	58	323/2	323/2	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	665				156			
58	58	325/2	325/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	666							
59	59	327/2	327/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	667							
59	59	329/2	329/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	668							
59	59	657/4	657/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	669							
59	59	661/4	661/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	670							
59	59	655/4	655/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	671				157			
59	59	164	164	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	672				157			
59	59	659/4	659/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	673				158			
59	59	165	165	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	674				158			
59	59	655/4	655/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	675							
59	59	659/4	659/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	676							
60	60	331/2	331/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	677				159			
60	60	166	166	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	678				159			
60	60	333/2	333/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	679							
60	60	166	166	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	680							
60	60	665/4	665/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	681							
60	60	669/4	669/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	682							
60	60	663/4	663/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	683				160			
60	60	166	166	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	684				160			
60	60	667/4	667/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	685				161			
60	60	167	167	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	686				161			
60	60	663/4	663/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	687							
60	60	667/4	667/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	688							
61	61	335/2	335/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	689							
61	61	337/2	337/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	690							
61	61	673/4	673/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	691							
61	61	677/4	677/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	692							
61	61	671/4	671/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	693				162			
61	61	168	168	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	694				162			
61	61	675/4	675/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	695				163			
61	61	169	169	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	696				163			
61	61	671/4	671/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	697							
61	61	675/4	675/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	698							
62	62	339/2	339/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	699				164			
62	62	170	170	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	700				164			
62	62	341/2	341/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	701							
62	62	170	170	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	702							
62	62	681/4	681/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	703							
62	62	685/4	685/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	704							
62	62	679/4	679/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	705				165			
62	62	170	170	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	706				165			
62	62	683/4	683/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	707				166			
62	62	171	171	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	708				166			
62	62	679/4	679/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	709							
62	62	683/4	683/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	710							
63	63	343/2	343/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	711				167			
63	63	345/2	345/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	712				167			
63	63	173	173	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	713							
63	63	689/4	689/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	714							
63	63	693/4	693/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	715							
63	63	687/4	687/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	716				168			
63	63	172	172	0.0	1/8	1/8	StaffText	2/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."	168			
63	63	172	172	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	717				168			
63	63	691/4	691/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	718				169			
63	63	173	173	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	719				169			
63	63	687/4	687/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	720							
63	63	691/4	691/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	721							
64	64	347/2	347/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	722							
64	64	349/2	349/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	723							
64	64	697/4	697/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	724							
64	64	701/4	701/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	725							
64	64	695/4	695/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	726				170			
64	64	174	174	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	727				170			
64	64	699/4	699/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	728				171			
64	64	175	175	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	729				171			
64	64	695/4	695/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	730							
64	64	699/4	699/4	0.75	5/16	5/16	Chord	2/4	2	2	3/16	1/8	3/2	731							
65	65	351/2	351/2	0.0	0	0	Dynamic	2/4	1	1	0				p						
65	65	351/2	351/2	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	732		articAccentBelow		172			
65	65	705/4	705/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	733				172			
65	65	353/2	353/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	734							
65	65	703/4	703/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	735				173			
65	65	176	176	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	736							
65	65	707/4	707/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	737				174			
65	65	177	177	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	738				174			
65	65	709/4	709/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	739							
65	65	703/4	703/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	740							
66	66	355/2	355/2	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	741				175			
66	66	713/4	713/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	742				175			
66	66	357/2	357/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	743							
66	66	711/4	711/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	744				176			
66	66	178	178	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	745							
66	66	715/4	715/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	746				177			
66	66	179	179	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	747				177			
66	66	717/4	717/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	748				177			
66	66	711/4	711/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16	1/8	3/2	749							
67	67	359/2	359/2	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>ritard.</b>"				
67	67	361/2	361/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	750							
67	67	723/4	723/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	751							
67	67	181	181	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	752							
67	67	725/4	725/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	753							
67	67	359/2	359/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	754				177			
67	67	719/4	719/4	0.0	1/16	1/16	StaffText	2/4	2	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>ritard.</b>"	177			
67	67	719/4	719/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	755				177			
67	67	180	180	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	756				177			
67	67	721/4	721/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	757				177			
68	68	363/2	363/2	0.0	0	0	StaffText	9/8	1	1	0						"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>Andantino</b>"				
68	68	363/2	363/2	1.0	0	0	Chord	9/8	1	1	1/4	1/4	1	758				178			
68	68	365/2	365/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	759							
68	68	183	183	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	760							
68	68	369/2	369/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	761				179			
68	68	371/2	371/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	762							
68	68	363/2	363/2	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	763							
68	68	183	183	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	764							
68	68	369/2	369/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	765							
68	68	363/2	363/2	0.0	0	0	Dynamic	9/8	2	1	0				p						
68	68	363/2	363/2	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	766							
68	68	183	183	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	767							
68	68	369/2	369/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	768							
69	69	186	186	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	769							
69	69	375/2	375/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	770				180			
69	69	377/2	377/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	771							
69	69	189	189	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	772							
69	69	186	186	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	773							
69	69	375/2	375/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	774							
69	69	189	189	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	775							
69	69	186	186	0.0	0	0	Spanner	9/8	2	1	0									3	
69	69	186	186	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	776						3	
69	69	375/2	375/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8	1/4	3/2	777						3	
69	69	189	189	0.0	3/4	3/4	Spanner	9/8	2	1	0										
69	69	189	189	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	778							
70	70	381/2	381/2	0.0	0	0	Spanner	9/8	1	1	0								1		
70	70	381/2	381/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	779				181	1		
70	70	191	191	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	780				181	1		
70	70	383/2	383/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	781				181	1		
70	70	192	192	0.0	3/8	3/8	Spanner	9/8	1	1	0										
70	70	192	192	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	782							
70	70	387/2	387/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	783				182			
70	70	194	194	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	784				182			
70	70	389/2	389/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	785							
70	70	381/2	381/2	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	786							
70	70	192	192	1.5	3/8	3/8	Chord	9/8	1	2	3/8	1/4	3/2	787							
70	70	387/2	387/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	788							
70	70	381/2	381/2	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	789							
70	70	192	192	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	790				183			
70	70	385/2	385/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8	1/8	1	791				183			
70	70	193	193	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	792				183			
70	70	387/2	387/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	793							
70	70	381/2	381/2	1.5	0	0	Chord	9/8	2	2	3/8	1/4	3/2	794							
70	70	192	192	1.5	3/8	3/8	Chord	9/8	2	2	3/8	1/4	3/2	795							
70	70	387/2	387/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	796							
71	71	195	195	1.0	0	0	Chord	9/8	1	1	1/4	1/4	1	797				184			
71	71	196	196	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	798							
71	71	393/2	393/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	799							
71	71	198	198	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	800							
71	71	195	195	1.0	0	0	Chord	9/8	1	2	1/4	1/4	1	801				185			
71	71	196	196	0.5	1/4	1/4	Chord	9/8	1	2	1/8	1/8	1	802							
71	71	393/2	393/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8	1/8	1	803				186			
71	71	197	197	0.5	1/2	1/2	Chord	9/8	1	2	1/8	1/8	1	804				186			
71	71	395/2	395/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8	1/8	1	805							
71	71	198	198	1.0	3/4	3/4	Chord	9/8	1	2	1/4	1/4	1	806				187			
71	71	199	199	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	807							
71	71	195	195	1.0	0	0	Chord	9/8	2	1	1/4	1/4	1	808				188			
71	71	196	196	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	809							
71	71	395/2	395/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	810							
71	71	198	198	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	811				189			
71	71	199	199	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	812							
