mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	764		articStaccatoAbove				
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	765		articStaccatoAbove				
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	766		articStaccatoAbove				
51	51	201	201	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	767		articStaccatoAbove				
51	51	805/4	805/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	768		articStaccatoAbove				
51	51	403/2	403/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	769		articStaccatoAbove				
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	770		articStaccatoAbove				
51	51	202	202	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	771		articStaccatoAbove				
51	51	809/4	809/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	772		articStaccatoAbove				
51	51	405/2	405/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	773		articStaccatoAbove				
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	774		articStaccatoAbove				
51	51	203	203	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	775		articStaccatoAbove				
51	51	813/4	813/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	776		articStaccatoAbove				
51	51	407/2	407/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	777		articStaccatoAbove				
51	51	815/4	815/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	778		articStaccatoAbove				
51	51	200	200	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	779		articStaccatoAbove				
51	51	401/2	401/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco marcato la mano sinistra"			
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	780		articStaccatoAbove				
51	51	201	201	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	781		articAccentAbove				
51	51	203	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	782				113		
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	783				113		
51	51	202	202	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	784						
52	52	204	204	0.0	0	0	StaffText	4/4	1	1	0							sempre staccato			
52	52	204	204	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	785		articStaccatoAbove				
52	52	817/4	817/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	786		articStaccatoAbove				
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	787		articStaccatoAbove				
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	788		articStaccatoAbove				
52	52	205	205	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	789		articStaccatoAbove				
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	790		articStaccatoAbove				
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	791		articStaccatoAbove				
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	792		articStaccatoAbove				
52	52	206	206	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	793		articStaccatoAbove				
52	52	825/4	825/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	794		articStaccatoAbove				
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	795		articStaccatoAbove				
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	796		articStaccatoAbove				
52	52	207	207	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	797		articStaccatoAbove				
52	52	829/4	829/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	798		articStaccatoAbove				
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	799		articStaccatoAbove				
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	800		articStaccatoAbove				
52	52	204	204	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	801						
52	52	409/2	409/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	802		articStaccatoAbove				
52	52	205	205	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	803		articAccentAbove				
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	804				114		
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	805				114		
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	806						
53	53	208	208	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	807		articStaccatoAbove				
53	53	833/4	833/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	808		articStaccatoAbove				
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	809		articStaccatoAbove				
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	810		articStaccatoAbove				
53	53	209	209	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	811		articStaccatoAbove				
53	53	837/4	837/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	812		articStaccatoAbove				
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	813		articStaccatoAbove				
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	814		articStaccatoAbove				
53	53	210	210	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	815		articStaccatoAbove				
53	53	841/4	841/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	816		articStaccatoAbove				
53	53	421/2	421/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	817		articStaccatoAbove				
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	818		articStaccatoAbove				
53	53	211	211	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	819		articStaccatoAbove				
53	53	845/4	845/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	820		articStaccatoAbove				
53	53	423/2	423/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	821		articStaccatoAbove				
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	822		articStaccatoAbove				
53	53	208	208	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	823						
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	824		articStaccatoAbove				
53	53	209	209	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	825		articAccentAbove				
53	53	211	211	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	826				115		
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	827				115		
53	53	210	210	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	828						
54	54	212	212	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	829		articStaccatoAbove				
54	54	849/4	849/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	830		articStaccatoAbove				
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	831		articStaccatoAbove				
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	832		articStaccatoAbove				
54	54	213	213	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	833		articStaccatoAbove				
54	54	853/4	853/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	834		articStaccatoAbove				
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	835		articStaccatoAbove				
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	836		articStaccatoAbove				
54	54	214	214	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	837		articStaccatoAbove				
54	54	857/4	857/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	838		articStaccatoAbove				
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	839		articStaccatoAbove				
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	840		articStaccatoAbove				
54	54	215	215	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	841		articStaccatoAbove				
54	54	861/4	861/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	842		articStaccatoAbove				
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	843		articStaccatoAbove				
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	844		articStaccatoAbove				
54	54	212	212	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	845						
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	846						
54	54	213	213	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	847		articAccentAbove				
54	54	215	215	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	848				116		
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	849				116		
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	850						
55	55	216	216	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	851		articStaccatoAbove				
55	55	865/4	865/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	852		articStaccatoAbove				
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	853		articStaccatoAbove				
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	854		articStaccatoAbove				
55	55	217	217	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	855		articStaccatoAbove				
55	55	869/4	869/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	856		articStaccatoAbove				
55	55	435/2	435/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	857		articStaccatoAbove				
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	858		articStaccatoAbove				
55	55	218	218	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	859		articStaccatoAbove				
55	55	873/4	873/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	860		articStaccatoAbove				
55	55	437/2	437/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	861		articStaccatoAbove				
55	55	875/4	875/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	862		articStaccatoAbove				
55	55	219	219	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	863		articStaccatoAbove				
55	55	877/4	877/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	864		articStaccatoAbove				
55	55	439/2	439/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	865		articStaccatoAbove				
55	55	879/4	879/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	866		articStaccatoAbove				
55	55	216	216	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	867						
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	868		articStaccatoAbove				
55	55	217	217	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	869		articAccentAbove				
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	870				117		
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	871				117		
55	55	218	218	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	872						
56	56	220	220	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	873		articStaccatoAbove				
56	56	881/4	881/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	874		articStaccatoAbove				
56	56	441/2	441/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	875		articStaccatoAbove				
56	56	883/4	883/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	876		articStaccatoAbove				
56	56	221	221	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	877		articStaccatoAbove				
56	56	885/4	885/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	878		articStaccatoAbove				
56	56	443/2	443/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	879		articStaccatoAbove				
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	880		articStaccatoAbove				
56	56	222	222	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	881		articStaccatoAbove				
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	882		articStaccatoAbove				
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	883		articStaccatoAbove				
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	884		articStaccatoAbove				
56	56	223	223	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	885		articStaccatoAbove				
56	56	893/4	893/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	886		articStaccatoAbove				
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	887		articStaccatoAbove				
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	888		articStaccatoAbove				
56	56	220	220	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	889						
56	56	441/2	441/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	890		articStaccatoAbove				
56	56	221	221	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	891		articAccentAbove				
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	892				118		
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	893				118		
56	56	222	222	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	894						
57	57	224	224	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	895		articStaccatoAbove				
57	57	897/4	897/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	896		articStaccatoAbove				
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	897		articStaccatoAbove				
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	898		articStaccatoAbove				
57	57	225	225	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	899		articStaccatoAbove				
57	57	901/4	901/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	900		articStaccatoAbove				
57	57	451/2	451/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	901		articStaccatoAbove				
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	902		articStaccatoAbove				
57	57	226	226	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	903		articStaccatoAbove				
57	57	905/4	905/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	904		articStaccatoAbove				
57	57	453/2	453/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	905		articStaccatoAbove				
57	57	907/4	907/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	906		articStaccatoAbove				
57	57	227	227	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	907		articStaccatoAbove				
57	57	909/4	909/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	908		articStaccatoAbove				
57	57	455/2	455/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	909		articStaccatoAbove				
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	910		articStaccatoAbove				
57	57	224	224	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	911						
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	912		articStaccatoAbove				
57	57	225	225	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	913		articAccentAbove				
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	914				119		
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	915						
57	57	224	224	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	916						
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	917						
58	58	228	228	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	918		articStaccatoAbove				
58	58	913/4	913/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	919		articStaccatoAbove				
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	920		articStaccatoAbove				
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	921		articStaccatoAbove				
58	58	229	229	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	922		articStaccatoAbove				
58	58	917/4	917/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	923		articStaccatoAbove				
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	924		articStaccatoAbove				
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	925		articStaccatoAbove				
58	58	230	230	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	926		articStaccatoAbove				
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	927		articStaccatoAbove				
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	928		articStaccatoAbove				
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	929		articStaccatoAbove				
58	58	231	231	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	930		articStaccatoAbove				
58	58	925/4	925/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	931		articStaccatoAbove				
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	932		articStaccatoAbove				
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	933		articStaccatoAbove				
58	58	228	228	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	934		articAccentAbove				
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	935				120		
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	936						
58	58	230	230	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	937				121		
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	938				121		
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	939				121		
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	940						
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	941						
58	58	230	230	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	942						
59	59	232	232	0.0	0	0	Dynamic	4/4	1	1	0					p					
59	59	232	232	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	943				122		
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	944				122		
59	59	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	945						
59	59	235	235	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	946				123		
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	947						
59	59	234	234	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	948						
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	949						
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	950						
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	951						
59	59	929/4	929/4	0.0	1/16	1/16	StaffText	4/4	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>espress."			
59	59	929/4	929/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	952				124		
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	953				124		
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	954				124		
59	59	233	233	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	955				124		
59	59	933/4	933/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	956				124		
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	957				124		
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	958				124		
60	60	236	236	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	959				125		
60	60	473/2	473/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	960				125		
60	60	237	237	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	961						
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	962				126		
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	963						
60	60	238	238	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	964						
60	60	953/4	953/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	965						
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	966						
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	967						
60	60	945/4	945/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	968				127		
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	969				127		
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	970				127		
60	60	237	237	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	971				127		
60	60	949/4	949/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	972				127		
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	973				127		
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	974				127		
61	61	240	240	0.0	0	0	Spanner	4/4	1	1	0										7
61	61	240	240	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	975				128		7
61	61	481/2	481/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	976				128		7
61	61	241	241	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	977						7
61	61	971/4	971/4	0.0	11/16	11/16	Spanner	4/4	1	1	0										
61	61	243	243	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	978		articStaccatoAbove				
61	61	730/3	730/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	979		articStaccatoAbove				
61	61	731/3	731/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	980		articStaccatoAbove				
61	61	242	242	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	981						
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	982						
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	983						
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	984						
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	985				129		
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	986				129		
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	987				129		
61	61	241	241	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	988				129		
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	989				129		
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	990				129		
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	991				129		
62	62	244	244	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	992				130		
62	62	489/2	489/2	0.0	1/8	1/8	Spanner	4/4	1	1	0									3	
62	62	489/2	489/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	993					3	
62	62	245	245	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	994				131	3	
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	995					3	
62	62	246	246	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	996				132	3	
62	62	493/2	493/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	997					3	
62	62	247	247	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	998				133	3	
62	62	495/2	495/2	0.0	7/8	7/8	Spanner	4/4	1	1	0										
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	999						
62	62	489/2	489/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1000						
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1001						
62	62	493/2	493/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1002						
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1003						
62	62	489/2	489/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1004						
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1005						
62	62	493/2	493/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1006						
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1007						
63	63	248	248	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1008				134		
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1009				134		
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1010						
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1011				135		
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1012						
63	63	250	250	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	1013						
63	63	1001/4	1001/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1014						
