mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	264						
20	20	77	77	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	265		articAccentBelow				
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	266						
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	267						
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	268						
20	20	232/3	232/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	269				61		
20	20	233/3	233/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	270				61		
20	20	78	78	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	271						
20	20	235/3	235/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	272				62		
20	20	236/3	236/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	273				62		
20	20	79	79	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	274						
20	20	238/3	238/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	275				63		
20	20	239/3	239/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	276				63		
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	277				64		
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	278						
21	21	81	81	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	279		articAccentBelow				
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	280						
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	281						
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	282						
21	21	244/3	244/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	283				65		
21	21	245/3	245/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	284				65		
21	21	82	82	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	285						
21	21	247/3	247/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	286				66		
21	21	248/3	248/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	287				66		
21	21	83	83	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	288						
21	21	250/3	250/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	289				67		
21	21	251/3	251/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	290				67		
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	291				68		
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	292						
22	22	85	85	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	293		articAccentBelow				
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	294						
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	295						
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	296						
22	22	256/3	256/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	297				69		
22	22	257/3	257/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	298				69		
22	22	86	86	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	299						
22	22	259/3	259/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	300				70		
22	22	260/3	260/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	301				70		
22	22	87	87	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	302						
22	22	262/3	262/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	303				71		
22	22	263/3	263/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	304				71		
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	305				72		
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	306						
23	23	89	89	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	307		articAccentAbove				
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	308						
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	309						
23	23	88	88	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	310						
23	23	268/3	268/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	311				73		
23	23	269/3	269/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	312				73		
23	23	90	90	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	313						
23	23	271/3	271/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	314				74		
23	23	272/3	272/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	315				74		
23	23	91	91	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	316						
23	23	274/3	274/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	317				75		
23	23	275/3	275/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	318				75		
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	319				76		
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	320						
24	24	93	93	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	321						
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	322						
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	323						
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	324						
24	24	280/3	280/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	325				77		
24	24	281/3	281/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	326				77		
24	24	94	94	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	327						
24	24	283/3	283/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	328				78		
24	24	284/3	284/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	329				78		
24	24	95	95	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	330						
24	24	286/3	286/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	331				79		
24	24	287/3	287/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	332				79		
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	333				80		
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	334						
25	25	97	97	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	335		articAccentBelow				
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	336						
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	337						
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	338						
25	25	292/3	292/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	339				81		
25	25	293/3	293/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	340				81		
25	25	98	98	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	341						
25	25	295/3	295/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	342				82		
25	25	296/3	296/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	343				82		
25	25	99	99	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	344						
25	25	298/3	298/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	345				83		
25	25	299/3	299/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	346				83		
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	347				84		
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	348						
26	26	101	101	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	349						
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	350						
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	351						
26	26	100	100	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."			
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	352						
26	26	304/3	304/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	353				85		
26	26	305/3	305/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	354				85		
26	26	102	102	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	355						
26	26	307/3	307/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	356				86		
26	26	308/3	308/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	357				86		
26	26	103	103	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	358						
26	26	310/3	310/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	359				87		
26	26	311/3	311/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	360				87		
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	361				88		
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	362						
27	27	105	105	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	363						
27	27	104	104	0.0	0	0	Dynamic	4/4	2	1	0					p					
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	364						
27	27	316/3	316/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	365				89		
27	27	317/3	317/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	366				89		
27	27	106	106	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	367						
27	27	319/3	319/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	368				90		
27	27	320/3	320/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	369				90		
27	27	107	107	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	370						
27	27	322/3	322/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	371				91		
27	27	323/3	323/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	372				91		
28	28	108	108	0.0	0	0	Dynamic	4/4	1	1	0					mf					
28	28	108	108	0.0	0	0	StaffText	4/4	1	1	0							grazioso			
28	28	108	108	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	373						
28	28	219/2	219/2	0.0	3/8	3/8	Spanner	4/4	1	1	0										2
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	374						2
28	28	110	110	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	375				92		2
28	28	443/4	443/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	376				92		2
28	28	887/8	887/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	377				92		2
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	378						2
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	379						2
28	28	108	108	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	380						2
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	381						2
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	382						2
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	383						2
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	384						
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	385						
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	386						
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	387						
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	388						2
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	389						2
29	29	113	113	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	390						2
29	29	115	115	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
29	29	115	115	0.0	3/4	3/4	Spanner	4/4	1	1	0										
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	391				93		
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	392				93		
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	393				93		
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	394						
29	29	112	112	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	395						
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	396						
29	29	113	113	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	397						
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	398						
29	29	112	112	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	399						
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	400						
29	29	113	113	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	401						
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	402						
30	30	116	116	0.0	0	0	Dynamic	4/4	1	1	0					p					
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	403		articStaccatoAbove				
30	30	233/2	233/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	404						
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	405		articStaccatoAbove				
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	406		articStaccatoAbove				
30	30	235/2	235/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	407						
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	408		articStaccatoAbove				
30	30	118	118	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	409		articStaccatoAbove				
30	30	237/2	237/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	410						
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	411		articStaccatoAbove				
30	30	119	119	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	412				94		
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	413				94		
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	414				94		
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	415						
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	416						
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	417		articStaccatoAbove				
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	418		articStaccatoAbove				
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	419		articStaccatoAbove				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	420		articStaccatoAbove				
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	421		articStaccatoAbove				
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	422		articStaccatoAbove				
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	423						
31	31	120	120	0.0	0	0	Dynamic	4/4	1	1	0					p					
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	424		articStaccatoAbove				
31	31	241/2	241/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	425						
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	426		articStaccatoAbove				
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	427		articStaccatoAbove				
31	31	243/2	243/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	428						
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	429		articStaccatoAbove				
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	430		articStaccatoAbove				
31	31	245/2	245/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	431						
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	432		articStaccatoAbove				
31	31	123	123	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	433				95		
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	434				95		
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	435				95		
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	436						
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	437						
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	438		articStaccatoAbove				
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	439		articStaccatoAbove				
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	440		articStaccatoAbove				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	441		articStaccatoAbove				
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	442		articStaccatoAbove				
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	443		articStaccatoAbove				
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	444						
32	32	124	124	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	445						
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	446						
32	32	126	126	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	447				96		
32	32	507/4	507/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	448				96		
32	32	1015/8	1015/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	449				96		
32	32	127	127	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	450						
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	451						
32	32	124	124	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	452						
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	453						
32	32	127	127	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	454						
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	455						
32	32	124	124	0.0	0	0	Dynamic	4/4	2	1	0					mf					
32	32	124	124	0.0	0	0	Spanner	4/4	2	1	0										3
32	32	124	124	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	456						3
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	457						3
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	458						3
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	459						3
33	33	128	128	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	460						
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	461						
33	33	129	129	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	462						
33	33	131	131	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	463				97		
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	464				97		
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	465				97		
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	466						
33	33	128	128	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	467						
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	468						
33	33	129	129	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	469						
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	470						
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	471						3
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	472						3
33	33	129	129	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	473						3
33	33	131	131	0.0	3/4	3/4	Dynamic	4/4	2	1	0					sf					
33	33	131	131	0.0	3/4	3/4	Spanner	4/4	2	1	0										
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	474						
34	34	265/2	265/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	475						
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	476		articStaccatoAbove				
34	34	267/2	267/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	477						
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	478		articStaccatoAbove				
34	34	269/2	269/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	479						
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	480		articStaccatoAbove				
34	34	135	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	481				98		
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	482				98		
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	483				98		
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	484						
34	34	135	135	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	485						
34	34	132	132	0.0	0	0	Dynamic	4/4	2	1	0					p					
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	486		articStaccatoAbove				
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	487		articStaccatoAbove				
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	488		articStaccatoAbove				
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	489		articStaccatoAbove				
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	490		articStaccatoAbove				
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	491		articStaccatoAbove				
34	34	135	135	0.0	3/4	3/4	Dynamic	4/4	2	1	0					sf					
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	492						
35	35	273/2	273/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	493						
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	494		articStaccatoAbove				
35	35	275/2	275/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	495						
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	496		articStaccatoAbove				
35	35	277/2	277/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	497						
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	498		articStaccatoAbove				
35	35	139	139	0.0	3/4	3/4	Dynamic	4/4	1	1	0					sf					
35	35	139	139	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	499				99		
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	500				99		
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	501				99		
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	502						
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	503						
35	35	136	136	0.0	0	0	Dynamic	4/4	2	1	0					p					
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	504		articStaccatoAbove				
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	505		articStaccatoAbove				
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	506		articStaccatoAbove				
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	507		articStaccatoAbove				
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	508		articStaccatoAbove				
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	509		articStaccatoAbove				
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	510						
36	36	281/2	281/2	0.0	1/8	1/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	511						
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	512		articStaccatoBelow				
36	36	283/2	283/2	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	513						
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	514		articStaccatoBelow				
36	36	285/2	285/2	0.0	5/8	5/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	515						
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	516		articStaccatoBelow				
36	36	143	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	517				100		
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	518				100		
