mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
80	80	238	238	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1042		articAccentAbove							266			
80	80	477/2	477/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1043												
80	80	239	239	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1044		articAccentAbove							267			
80	80	479/2	479/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1045												
80	80	237	237	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1046									268			
80	80	475/2	475/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1047												
81	81	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1048		articAccentBelow							269			
81	81	481/2	481/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1049												
81	81	241	241	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1050									270			
81	81	965/4	965/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1051									270			
81	81	483/2	483/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1052												
81	81	242	242	0.0	1/2	1/2	StaffText	3/4	1	1	0							dim.									
81	81	242	242	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1053		articAccentBelow							271			
81	81	485/2	485/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1054												
81	81	241	241	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1055									272			
81	81	483/2	483/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1056												
81	81	241	241	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1057									273			
81	81	483/2	483/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1058												
81	81	242	242	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1059		articAccentAbove							274			
81	81	485/2	485/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1060												
81	81	240	240	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1061		articAccentBelow							275			
81	81	481/2	481/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1062												
81	81	483/2	483/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1063												
82	82	243	243	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1064									276			
82	82	973/4	973/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1065									276			
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1066												
82	82	244	244	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1067									277			
82	82	977/4	977/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1068									277			
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1069												
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1070												
82	82	243	243	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1071									278			
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1072												
82	82	244	244	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1073									279			
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1074												
82	82	245	245	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1075									280			
82	82	491/2	491/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1076												
82	82	243	243	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1077									281			
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1078												
82	82	244	244	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1079									282			
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1080												
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1081												
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1082												
82	82	245	245	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1083									283			
82	82	491/2	491/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1084												
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1085												
83	83	493/2	493/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1086									284			
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1087												
83	83	247	247	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1088									285			
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1089												
83	83	248	248	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1090									286			
83	83	497/2	497/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1091												
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1092												
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1093												
83	83	246	246	0.0	0	0	Dynamic	3/4	2	1	0					p											
83	83	247	247	0.0	1/4	1/4	Spanner	3/4	2	1	0															8	
83	83	247	247	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1094											8	
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1095									287		8	
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1096											8	
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1097		articStaccatoAbove							288			
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1098		articStaccatoAbove										
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1099									289			
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1100												
84	84	249	249	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1101												
84	84	250	250	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1102												
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1103											8	
84	84	250	250	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1104											8	
84	84	249	249	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1105		articStaccatoBelow							290		8	
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1106		articStaccatoBelow									8	
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1107									291		8	
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1108											8	
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1109												
85	85	505/2	505/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1110									292			
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1111												
85	85	253	253	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1112									293			
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1113												
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1114												
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1115												
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1116												
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1117												
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1118												
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1119												
86	86	511/2	511/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1120									294			
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1121												
86	86	256	256	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1122									295			
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1123									295			
86	86	257	257	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1124									295			
86	86	515/2	515/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1125												
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1126									296			
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1127												
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0														4		
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1128									297	4		
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1129										4		
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1130												
87	87	517/2	517/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1131												
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1132												
87	87	259	259	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1133									298			
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1134												
87	87	260	260	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1135									299			
87	87	521/2	521/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1136												
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1137												
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1138												
87	87	258	258	0.0	0	0	Dynamic	3/4	2	1	0					p											
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																
87	87	259	259	0.0	1/4	1/4	Spanner	3/4	2	1	0															9	
87	87	259	259	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1139											9	
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1140									300		9	
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1141											9	
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1142		articStaccatoAbove							301			
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1143		articStaccatoAbove										
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1144									302			
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1145												
88	88	261	261	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1146												
88	88	262	262	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1147												
88	88	261	261	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1148											9	
88	88	262	262	0.0	1/4	1/4	Spanner	3/4	2	1	0															9, 10	
88	88	262	262	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1149											9, 10	
88	88	261	261	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1150		articStaccatoBelow							303		9, 10	
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1151		articStaccatoBelow									9, 10	
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1152									304		9, 10	
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1153											9, 10	
89	89	264	264	0.0	0	0	StaffText	3/4	1	1	0							cresc.									
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1154												
89	89	529/2	529/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1155									305			
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1156												
89	89	265	265	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1157									306			
89	89	531/2	531/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1158												
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1159												
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1160												
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1161												
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1162												
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1163												
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1164												
90	90	535/2	535/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1165									307			
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1166												
90	90	268	268	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1167												
90	90	537/2	537/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1168												
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1169												
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1170												
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1171												
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1172												
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1173												
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1174												
91	91	541/2	541/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1175									308			
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1176												
91	91	271	271	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1177		articStaccatoAbove							309			
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1178		articStaccatoAbove							309			
91	91	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1179		articStaccatoAbove							309			
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1180		articStaccatoAbove							309			
91	91	270	270	0.0	0	0	Dynamic	3/4	2	1	0					mf											
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1181		articStaccatoAbove										
92	92	547/2	547/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1182		articAccentBelow										
92	92	549/2	549/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	1183		articAccentAbove										
92	92	551/2	551/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1184												
92	92	273	273	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1185												
92	92	547/2	547/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1186									310			
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1187												
92	92	274	274	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1188		articStaccatoAbove							311			
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1189		articStaccatoAbove							311			
92	92	275	275	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1190		articStaccatoAbove							311			
92	92	551/2	551/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1191												
92	92	273	273	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1192												
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1193												
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1194												
93	93	553/2	553/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1195									312			
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1196									312			
93	93	277	277	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1197												
93	93	555/2	555/2	1.5	3/8	3/8	Chord	3/4	1	1	3/8		1/4	3/2	1198									313			
93	93	276	276	0.0	0	0	Dynamic	3/4	2	1	0					p											
93	93	276	276	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1199												
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1200									314			
93	93	278	278	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1201									314			
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1202												
93	93	276	276	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1203												
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1204												
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1205												
94	94	559/2	559/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1206									315			
94	94	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1207									315			
94	94	280	280	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1208												
94	94	561/2	561/2	1.5	3/8	3/8	Chord	3/4	1	1	3/8		1/4	3/2	1209									316			
94	94	279	279	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1210												
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1211									317			
94	94	281	281	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1212									317			
94	94	563/2	563/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1213												
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1214												
95	95	565/2	565/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1215									318			
95	95	1131/4	1131/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1216									318			
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1217												
95	95	569/2	569/2	0.0	5/8	5/8	StaffText	3/4	1	1	0							"<font size=""12""/><i>poco riten.</i>"									
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1218												
95	95	282	282	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1219												
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1220												
95	95	284	284	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1221												
95	95	282	282	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1222												
95	95	567/2	567/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1223									319			
95	95	1135/4	1135/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1224									319			
95	95	284	284	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1225												
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1226												
95	95	569/2	569/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	1227									320			
95	95	1139/4	1139/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	1228									320			
96	96	285	285	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1229												
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1230												
96	96	286	286	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1231		articAccentBelow										
96	96	285	285	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1232												
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1233												
96	96	286	286	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1234		articAccentAbove										
96	96	575/2	575/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1235												
96	96	285	285	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1236									321			
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1237												
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1238		articAccentBelow							322			
97	97	288	288	0.0	0	0	Dynamic	3/4	2	1	0					ppp											
97	97	288	288	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	1239									323			
97	97	1729/6	1729/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	1240									323			
97	97	865/3	865/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	1241									323			
97	97	577/2	577/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	1242									323			
97	97	866/3	866/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	1243									323			
97	97	1733/6	1733/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	1244												
97	97	289	289	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	1245									324			
97	97	1735/6	1735/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	1246									324			
97	97	868/3	868/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	1247									324			
97	97	579/2	579/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	1248									324			
97	97	869/3	869/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	1249									324			
97	97	1739/6	1739/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	1250												
98	98	291	291	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1251									322			
98	98	292	292	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1252									322			
98	98	585/2	585/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1253									322			
98	98	293	293	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1254									322			
98	98	587/2	587/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1255												
98	98	291	291	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1256												
98	98	291	291	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1257		articAccentAbove										
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1258		articAccentAbove							325			
99	99	294	294	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	1259									326			
99	99	1765/6	1765/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	1260									326			
99	99	883/3	883/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	1261									326			
99	99	589/2	589/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	1262									326			
99	99	884/3	884/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	1263									326			
99	99	1769/6	1769/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	1264												
99	99	295	295	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	1265									327			
99	99	1771/6	1771/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	1266									327			
99	99	886/3	886/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	1267									327			
99	99	591/2	591/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	1268									327			
99	99	887/3	887/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	1269									327			
99	99	1775/6	1775/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	1270												
100	100	297	297	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1271									325			
100	100	298	298	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1272									325			
100	100	597/2	597/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1273									325			
100	100	299	299	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1274									325			
100	100	599/2	599/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1275												
100	100	297	297	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1276												
100	100	297	297	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1277		articAccentBelow										
101	101	1801/6	1801/6	0.0	1/24	1/24	Dynamic	3/4	1	1	0					ppp											
101	101	1801/6	1801/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1278												
101	101	901/3	901/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1279												
101	101	601/2	601/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	1280												
101	101	902/3	902/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1281												
101	101	1805/6	1805/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1282												
101	101	301	301	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	1283												
101	101	1807/6	1807/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1284												
101	101	904/3	904/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1285												
101	101	603/2	603/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	1286									328			
101	101	905/3	905/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1287									328			
101	101	1811/6	1811/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1288									328			
101	101	302	302	0.0	1/2	1/2	Spanner	3/4	1	1	0													328			0
101	101	302	302	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	1289									328			0
101	101	1813/6	1813/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1290									328			0
101	101	907/3	907/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1291												0
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1292												0
102	102	303	303	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1293												0
102	102	303	303	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1294		articStaccatoBelow							329			0
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1295		articStaccatoBelow							329			0
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1296		articStaccatoBelow										0
102	102	303	303	0.0	0	0	Spanner	3/4	2	1	0																1
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1297		articStaccatoAbove							330			1
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1298		articStaccatoAbove							330			1
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1299		articStaccatoAbove										1
