mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
30	29	86	86	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	266		articStaccatoAbove					
30	29	173/2	173/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	267		articStaccatoAbove					
30	29	87	87	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	268		articStaccatoAbove					
30	29	175/2	175/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	269		articStaccatoAbove					
30	29	88	88	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	270		articStaccatoAbove					
31	30	177/2	177/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	271							
31	30	179/2	179/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	272							
31	30	181/2	181/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	273							
31	30	177/2	177/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	274		articStaccatoAbove					
31	30	89	89	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	275		articStaccatoAbove					
31	30	179/2	179/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	276		articStaccatoAbove					
31	30	90	90	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	277		articStaccatoAbove					
31	30	181/2	181/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	278		articStaccatoAbove					
31	30	91	91	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	279		articStaccatoAbove					
32	31	183/2	183/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	280							
32	31	185/2	185/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	281							
32	31	187/2	187/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	282							
32	31	183/2	183/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	283		articStaccatoAbove					
32	31	92	92	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	284		articStaccatoAbove					
32	31	185/2	185/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	285		articStaccatoAbove					
32	31	93	93	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	286		articStaccatoBelow					
32	31	187/2	187/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	287		articStaccatoBelow					
32	31	94	94	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	288		articStaccatoBelow					
33	32	189/2	189/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	289							
33	32	191/2	191/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	290							
33	32	193/2	193/2	0.0	1/2	1/2	Dynamic	6/8	1	1	0				f						
33	32	193/2	193/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	291							
33	32	189/2	189/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	292		articStaccatoBelow					
33	32	95	95	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	293		articStaccatoBelow					
33	32	191/2	191/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	294		articStaccatoBelow					
33	32	96	96	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	295		articStaccatoBelow					
33	32	193/2	193/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	296		articAccentBelow		52			
33	32	97	97	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	297							
34	33	195/2	195/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	298							
34	33	197/2	197/2	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	299							
34	33	199/2	199/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	300							
34	33	195/2	195/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	301		articAccentBelow		53			
34	33	98	98	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	302							
34	33	197/2	197/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	303		articAccentBelow		54			
34	33	99	99	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	304							
34	33	199/2	199/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	305		articAccentBelow		55			
34	33	100	100	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	306							
35	34	201/2	201/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	307							
35	34	203/2	203/2	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	308							
35	34	205/2	205/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	309							
35	34	201/2	201/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	310		articAccentBelow		56			
35	34	101	101	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	311							
35	34	203/2	203/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	312		articAccentBelow		57			
35	34	102	102	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	313							
35	34	205/2	205/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	314		articAccentBelow		58			
35	34	103	103	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	315							
36	35	207/2	207/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	316							
36	35	209/2	209/2	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	317							
36	35	211/2	211/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	318							
36	35	207/2	207/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	319		articAccentBelow		59			
36	35	104	104	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	320							
36	35	209/2	209/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	321		articAccentBelow		60			
36	35	105	105	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	322							
36	35	211/2	211/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	323		articAccentBelow		61			
36	35	106	106	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	324							
37	36	213/2	213/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	325							
37	36	215/2	215/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	326							
37	36	108	108	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	327							
37	36	217/2	217/2	0.0	1/2	1/2	Dynamic	6/8	1	1	0				p						
37	36	217/2	217/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	328				62			
37	36	109	109	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	329							
37	36	213/2	213/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	330		articAccentBelow		63			
37	36	107	107	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	331							
37	36	215/2	215/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	332		articAccentBelow		64			
37	36	108	108	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	333							
37	36	217/2	217/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	334				65			
37	36	109	109	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	335							
38	37	219/2	219/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	336				66			
38	37	221/2	221/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	337							
38	37	223/2	223/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	338				67			
38	37	112	112	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	339							
38	37	219/2	219/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	340				68			
38	37	221/2	221/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	341							
38	37	223/2	223/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	342				69			
38	37	112	112	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	343							
38	37	110	110	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	344							
38	37	111	111	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	345							
39	38	225/2	225/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	346				70			
39	38	227/2	227/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	347							
39	38	229/2	229/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	348				71			
39	38	115	115	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	349							
39	38	225/2	225/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	350				72			
39	38	227/2	227/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	351							
39	38	229/2	229/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	352				73			
39	38	115	115	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	353							
39	38	113	113	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	354							
39	38	114	114	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	355							
40	39	231/2	231/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	356				74			
40	39	233/2	233/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	357							
40	39	235/2	235/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	358							
40	39	231/2	231/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	359				75			
40	39	233/2	233/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	360							
40	39	235/2	235/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	361							
40	39	116	116	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	362							
40	39	117	117	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	363							
40	39	118	118	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	364							
41	40	237/2	237/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	365							
41	40	239/2	239/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	366							
41	40	120	120	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	367							
41	40	237/2	237/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	368							
41	40	239/2	239/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	369							
41	40	120	120	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	370							
41	40	241/2	241/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	371		articStaccatoAbove					
41	40	121	121	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	372		articStaccatoAbove					
41	40	119	119	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	373							
42	41	122	122	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	374		articStaccatoBelow					
42	41	245/2	245/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	375		articStaccatoBelow					
42	41	123	123	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	376		articStaccatoBelow					
42	41	243/2	243/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	377		articAccentAbove		76			
42	41	123	123	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	378							
42	41	247/2	247/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	379		articStaccatoBelow					
42	41	124	124	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	380		articStaccatoBelow					
43	42	125	125	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	381		articStaccatoBelow					
43	42	251/2	251/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	382		articStaccatoBelow					
43	42	126	126	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	383		articStaccatoBelow					
43	42	249/2	249/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	384		articAccentBelow		77			
43	42	126	126	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	385							
43	42	253/2	253/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	386		articStaccatoAbove					
43	42	127	127	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	387		articStaccatoAbove					
44	43	128	128	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	388		articStaccatoBelow					
44	43	257/2	257/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	389		articStaccatoBelow					
44	43	129	129	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	390		articStaccatoBelow					
44	43	255/2	255/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	391		articAccentAbove		78			
44	43	129	129	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	392							
44	43	259/2	259/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	393		articStaccatoBelow					
44	43	130	130	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	394		articStaccatoBelow					
45	44	131	131	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	395		articStaccatoBelow					
45	44	263/2	263/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	396		articStaccatoBelow					
45	44	132	132	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	397		articStaccatoBelow					
45	44	261/2	261/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	398		articAccentBelow		79			
45	44	132	132	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	399							
45	44	265/2	265/2	0.0	1/2	1/2	StaffText	6/8	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco cresc."				
45	44	265/2	265/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	400		articStaccatoBelow					
45	44	133	133	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	401		articStaccatoBelow					
46	45	134	134	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	402		articStaccatoBelow					
46	45	269/2	269/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	403		articStaccatoBelow					
46	45	135	135	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	404		articStaccatoBelow					
46	45	267/2	267/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	405		articAccentBelow		80			
46	45	135	135	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	406							
46	45	271/2	271/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	407		articStaccatoAbove					
46	45	136	136	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	408		articStaccatoAbove					
47	46	137	137	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	409		articStaccatoBelow					
47	46	275/2	275/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	410		articStaccatoBelow					
47	46	138	138	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	411		articStaccatoBelow					
47	46	277/2	277/2	0.0	1/2	1/2	Spanner	6/8	1	1	0									1	
47	46	277/2	277/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	412						1	
47	46	139	139	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	413				81		1	
47	46	277/2	277/2	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	414				82		1	
47	46	273/2	273/2	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	415		articAccentAbove		83			
47	46	138	138	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	416							
47	46	277/2	277/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	417							
47	46	277/2	277/2	1.0	1/2	1/2	Chord	6/8	2	2	1/4	1/4	1	418				84			
48	47	279/2	279/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	419						1	
48	47	140	140	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	420						1	
48	47	281/2	281/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	421				85		1	
48	47	141	141	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	422						1	
48	47	283/2	283/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	423				86		1	
48	47	142	142	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	424				86		1	
48	47	279/2	279/2	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	425						1	
48	47	140	140	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	426				87		1	
48	47	141	141	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	427						1	
48	47	283/2	283/2	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	428				88		1	
48	47	279/2	279/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	429							
48	47	140	140	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	430							
48	47	141	141	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	431							
48	47	283/2	283/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	432							
48	47	279/2	279/2	0.5	0	0	Chord	6/8	2	2	1/8	1/8	1	433							
48	47	140	140	1.0	1/8	1/8	Chord	6/8	2	2	1/4	1/4	1	434				89			
48	47	141	141	0.5	3/8	3/8	Chord	6/8	2	2	1/8	1/8	1	435							
48	47	283/2	283/2	1.0	1/2	1/2	Chord	6/8	2	2	1/4	1/4	1	436				90			
49	48	285/2	285/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	437						1	
49	48	143	143	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	438		articStaccatoAbove				1	
49	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	439		articStaccatoAbove				1	
49	48	144	144	0.0	3/8	3/8	Dynamic	6/8	1	1	0				f						
49	48	144	144	0.0	3/8	3/8	Spanner	6/8	1	1	0										
49	48	144	144	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	440							
49	48	285/2	285/2	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	441							
49	48	143	143	0.5	1/8	1/8	Chord	6/8	1	2	1/8	1/8	1	442		articStaccatoBelow					
49	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	443		articStaccatoBelow					
49	48	285/2	285/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	444							
49	48	143	143	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	445		articStaccatoAbove					
49	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	446		articStaccatoAbove					
49	48	144	144	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	447							
49	48	285/2	285/2	0.5	0	0	Chord	6/8	2	2	1/8	1/8	1	448							
49	48	143	143	0.5	1/8	1/8	Chord	6/8	2	2	1/8	1/8	1	449		articStaccatoBelow					
49	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	450		articStaccatoBelow					
50	49	291/2	291/2	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	451				91			
50	49	583/4	583/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	452				91			
50	49	146	146	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	453				91			
50	49	585/4	585/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	454				91			
50	49	293/2	293/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	455				91			
50	49	587/4	587/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	456				91			
50	49	147	147	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	457				91			
50	49	589/4	589/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	458				91			
50	49	295/2	295/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	459				91			
50	49	591/4	591/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	460				91			
50	49	148	148	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	461				91			
50	49	593/4	593/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	462							
50	49	291/2	291/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	463							
51	50	597/4	597/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	464				92			
51	50	299/2	299/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	465				92			
51	50	599/4	599/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	466							
51	50	151	151	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	467		articStaccatoBelow					
51	50	297/2	297/2	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	468				93			
51	50	595/4	595/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	469				93			
51	50	149	149	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	470							
51	50	150	150	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	471				94			
51	50	301/2	301/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	472							
52	51	305/2	305/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	473							
52	51	611/4	611/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	474							
52	51	153	153	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	475							
52	51	613/4	613/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	476							
52	51	307/2	307/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	477							
52	51	615/4	615/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	478							
52	51	154	154	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	479							
52	51	303/2	303/2	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	480				95			
52	51	607/4	607/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	481				95			
52	51	152	152	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	482				95			
52	51	609/4	609/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	483				95			
52	51	617/4	617/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	484							
53	52	621/4	621/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	485				96			
53	52	311/2	311/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	486				96			
53	52	623/4	623/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	487							
53	52	157	157	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	488		articStaccatoBelow					
53	52	309/2	309/2	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	489				97			
53	52	619/4	619/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	490				97			
53	52	155	155	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	491							
53	52	156	156	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	492				98			
53	52	313/2	313/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	493							
54	53	317/2	317/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	494				99			
54	53	635/4	635/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	495							
54	53	159	159	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	496				100			
54	53	637/4	637/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	497				100			
54	53	319/2	319/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	498				100			
54	53	639/4	639/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	499				100			
54	53	160	160	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	500				100			
54	53	641/4	641/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	501							
54	53	315/2	315/2	0.0	0	0	Dynamic	6/8	2	1	0				ff						
54	53	315/2	315/2	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	502				101			
54	53	631/4	631/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	503				101			
54	53	158	158	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	504				101			
54	53	633/4	633/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	505							
54	53	159	159	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	506				102			
54	53	637/4	637/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	507				102			
54	53	319/2	319/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	508				102			
54	53	639/4	639/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	509				102			
54	53	160	160	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	510				102			
54	53	641/4	641/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	511							
55	54	321/2	321/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	512		articStaccatoAbove					
55	54	161	161	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	513		articStaccatoAbove					
55	54	323/2	323/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	514		articStaccatoAbove					
55	54	162	162	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	515		articStaccatoAbove					
55	54	325/2	325/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	516		articStaccatoAbove					
55	54	163	163	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	517		articStaccatoAbove					
55	54	321/2	321/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	518		articStaccatoAbove					
55	54	161	161	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	519		articStaccatoAbove					
55	54	323/2	323/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	520		articStaccatoAbove					
55	54	162	162	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	521		articStaccatoAbove					
55	54	325/2	325/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	522		articStaccatoAbove					
55	54	163	163	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	523		articStaccatoAbove					
56	55	327/2	327/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	524		articStaccatoAbove					
56	55	164	164	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	525		articStaccatoAbove					
56	55	329/2	329/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	526		articStaccatoAbove					
56	55	165	165	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	527		articStaccatoAbove					
56	55	331/2	331/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	528		articStaccatoAbove					
56	55	166	166	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	529		articStaccatoAbove					
56	55	165	165	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	530							
